Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
5155-AZQPB,1,Q3,5,Stayed,No,0,74,5250,,
5156-UMKOW,1,Q3,3,Joined,No,0,69,5880,,
5158-RIVOP,1,Q3,5,Stayed,No,0,63,5359,,
5159-YFPKQ,1,Q3,1,Churned,Yes,1,91,5270,Competitor,Competitor had better devices
5160-UXJED,1,Q3,4,Stayed,No,0,67,2130,,
5161-UBZXI,1,Q3,4,Stayed,No,0,58,6315,,
5161-XEUVX,1,Q3,3,Stayed,No,0,49,2615,,
5167-GBFRE,1,Q3,3,Churned,Yes,1,72,4694,Other,Poor expertise of online support
5167-ZFFMM,1,Q3,3,Churned,Yes,1,81,3424,Competitor,Competitor made better offer
5168-MQQCA,1,Q3,4,Stayed,No,0,56,6288,,
5168-MSWXT,1,Q3,5,Stayed,No,0,44,5505,,
5170-PTRKA,1,Q3,4,Stayed,No,0,69,4865,,
5171-EPLKN,1,Q3,4,Stayed,No,0,58,2176,,
5172-MIGPM,1,Q3,4,Stayed,No,0,46,5707,,
5172-RKOCB,1,Q3,4,Stayed,No,0,21,5758,,
5173-WXOQV,1,Q3,4,Joined,No,0,56,4369,,
5173-ZXXXL,1,Q3,4,Joined,No,0,61,3488,,
5174-ITUMV,1,Q3,5,Stayed,No,0,45,5666,,
5174-RNGBH,1,Q3,3,Churned,Yes,1,67,5515,Dissatisfaction,Network reliability
5175-AOBHI,1,Q3,1,Churned,Yes,1,90,5246,Dissatisfaction,Lack of self-service on Website
5175-WLYXL,1,Q3,5,Stayed,No,0,75,2444,,
5176-LDKUH,1,Q3,4,Stayed,No,0,75,3345,,
5176-LMJXE,1,Q3,4,Stayed,No,0,53,5404,,
5176-OLSKT,1,Q3,4,Stayed,No,0,61,5546,,
5177-RVZNU,1,Q3,3,Stayed,No,0,43,4186,,
5178-LMXOP,1,Q3,1,Churned,Yes,1,70,5795,Price,Price too high
5180-UCIIQ,1,Q3,1,Churned,Yes,1,75,2061,Other,Moved
5181-OABFK,1,Q3,3,Stayed,No,0,72,4173,,
5183-KLYEM,1,Q3,4,Stayed,No,0,60,4927,,
5183-SNMJQ,1,Q3,3,Stayed,No,0,33,5787,,
5186-EJEGL,1,Q3,3,Stayed,No,0,72,3628,,
5186-PEIZU,1,Q3,5,Stayed,No,0,67,4988,,
5186-SAMNZ,1,Q3,2,Churned,Yes,1,77,3273,Price,Price too high
5188-HGMLP,1,Q3,5,Stayed,No,0,30,4991,,
5192-EBGOV,1,Q3,1,Churned,Yes,1,66,4880,Competitor,Competitor had better devices
5193-QLVZB,1,Q3,5,Stayed,No,0,30,5882,,
5195-KPUNQ,1,Q3,4,Stayed,No,0,58,4766,,
5196-SGOAK,1,Q3,3,Churned,Yes,1,93,4884,Attitude,Attitude of support person
5196-WPYOW,1,Q3,4,Stayed,No,0,21,6148,,
5197-LQXXH,1,Q3,4,Stayed,No,0,24,4264,,
5197-PYEPU,1,Q3,3,Stayed,No,0,63,5643,,
5197-YPYBZ,1,Q3,3,Stayed,No,0,49,2646,,
5198-EFNBM,1,Q3,4,Stayed,No,0,23,5636,,
5198-HQAEN,1,Q3,4,Stayed,No,0,44,2775,,
5199-FPUSP,1,Q3,3,Stayed,No,0,73,3044,,
5201-CBWYG,1,Q3,5,Stayed,No,0,53,5105,,
5201-FRKKS,1,Q3,4,Stayed,No,0,64,4815,,
5201-USSQZ,1,Q3,4,Stayed,No,0,67,4038,,
5202-IVJNU,1,Q3,3,Churned,Yes,1,72,3106,Dissatisfaction,Network reliability
5203-XEHAX,1,Q3,3,Stayed,No,0,48,3445,,
5204-HMGYF,1,Q3,3,Stayed,No,0,68,4567,,
5204-QZXPU,1,Q3,1,Churned,Yes,1,78,2933,Competitor,Competitor had better devices
5206-HPJKM,1,Q3,4,Stayed,No,0,38,3190,,
5206-XZZQI,1,Q3,4,Stayed,No,0,73,6113,,
5207-PLSTK,1,Q3,4,Joined,No,0,58,5068,,
5208-FVQKB,1,Q3,3,Stayed,No,0,27,5514,,
5208-HFSBT,1,Q3,1,Churned,Yes,1,81,5855,Competitor,Competitor had better devices
5213-TWWJU,1,Q3,3,Stayed,No,0,66,2448,,
5214-CHIWJ,1,Q3,5,Stayed,No,0,71,3159,,
5214-NLTIT,1,Q3,3,Stayed,No,0,30,6188,,
5215-LNLDJ,1,Q3,3,Stayed,No,0,52,3872,,
5216-WASFJ,1,Q3,3,Stayed,No,0,30,5603,,
5219-YIPTK,1,Q3,1,Churned,Yes,1,71,3185,Dissatisfaction,Service dissatisfaction
5220-AGAAX,1,Q3,4,Stayed,No,0,57,5440,,
5222-IMUKT,1,Q3,4,Stayed,No,0,80,2716,,
5222-JCXZT,1,Q3,4,Stayed,No,0,55,3022,,
5223-UZAVK,1,Q3,5,Stayed,No,0,77,4986,,
5226-NOZFC,1,Q3,3,Stayed,No,0,64,3178,,
5227-JSCFE,1,Q3,4,Stayed,No,0,28,5421,,
5228-EXCET,1,Q3,1,Churned,Yes,1,85,5964,Competitor,Competitor made better offer
5229-DTFYB,1,Q3,4,Stayed,No,0,69,5584,,
5229-PRWKT,1,Q3,3,Churned,Yes,1,80,4193,Attitude,Attitude of service provider
5231-FIQPA,1,Q3,5,Stayed,No,0,40,3523,,
5232-NXPAY,1,Q3,3,Stayed,No,0,55,3459,,
5233-AOZUF,1,Q3,5,Stayed,No,0,80,3483,,
5233-GEEAX,1,Q3,1,Churned,Yes,1,85,5971,Competitor,Competitor had better devices
5236-PERKL,1,Q3,1,Churned,Yes,1,89,4738,Competitor,Competitor offered higher download speeds
5236-XMZJY,1,Q3,3,Stayed,No,0,80,3048,,
5240-CAOYT,1,Q3,3,Stayed,No,0,43,4882,,
5240-IJOQT,1,Q3,1,Churned,Yes,1,88,3348,Competitor,Competitor had better devices
5242-UOWHD,1,Q3,3,Stayed,No,0,62,4210,,
5243-SAOTC,1,Q3,4,Stayed,No,0,46,5166,,
5244-IRFIH,1,Q3,3,Churned,Yes,1,91,4333,Other,Poor expertise of online support
5245-VDBUR,1,Q3,4,Stayed,No,0,47,5509,,
5248-KWLAR,1,Q3,4,Stayed,No,0,28,6483,,
5248-RPYWW,1,Q3,3,Stayed,No,0,49,4606,,
5248-YGIJN,1,Q3,3,Stayed,No,0,21,5974,,
5249-QYHEX,1,Q3,5,Stayed,No,0,72,3021,,
5256-SKJGO,1,Q3,4,Stayed,No,0,35,4850,,
5260-UMPWX,1,Q3,5,Stayed,No,0,43,5158,,
5261-QSHQM,1,Q3,1,Churned,Yes,1,70,4909,Competitor,Competitor made better offer
5266-PFRQK,1,Q3,4,Stayed,No,0,56,4886,,
5268-DSMNQ,1,Q3,5,Stayed,No,0,50,5428,,
5269-NRGDP,1,Q3,3,Stayed,No,0,58,2531,,
5271-DBYSJ,1,Q3,5,Stayed,No,0,20,3355,,
5271-YNWVR,1,Q3,1,Churned,Yes,1,90,4610,Price,Extra data charges
5274-XHAKY,1,Q3,4,Stayed,No,0,43,2196,,
5275-PMFUT,1,Q3,3,Stayed,No,0,72,4036,,
5275-SQEIZ,1,Q3,1,Churned,Yes,1,77,3096,Competitor,Competitor had better devices
5276-KQWHG,1,Q3,3,Churned,Yes,1,74,4596,Price,Extra data charges
5277-ZLOOR,1,Q3,3,Churned,Yes,1,86,5512,Dissatisfaction,Network reliability
5278-PNYOX,1,Q3,3,Stayed,No,0,52,5499,,
5281-BUZGT,1,Q3,1,Churned,Yes,1,92,5692,Competitor,Competitor made better offer
5285-MVEHD,1,Q3,4,Stayed,No,0,24,4196,,
5286-YHCVC,1,Q3,4,Stayed,No,0,21,4165,,
5287-QWLKY,1,Q3,1,Churned,Yes,1,66,5725,Attitude,Attitude of support person
5288-AHOUP,1,Q3,3,Stayed,No,0,51,4333,,
5293-WXJAK,1,Q3,3,Churned,Yes,1,82,4553,Competitor,Competitor offered more data
5294-CDGWY,1,Q3,1,Churned,Yes,1,95,5633,Other,Don't know
5294-DMSFH,1,Q3,4,Stayed,No,0,25,4780,,
5294-IMHHT,1,Q3,3,Stayed,No,0,41,4488,,
5295-PCJOO,1,Q3,1,Churned,Yes,1,84,4455,Other,Don't know
5296-BFCYD,1,Q3,5,Stayed,No,0,24,3392,,
5296-PSYVW,1,Q3,4,Stayed,No,0,52,4169,,
5297-MDOIR,1,Q3,4,Stayed,No,0,60,5294,,
5298-GSTLM,1,Q3,4,Stayed,No,0,66,4483,,
5299-RULOA,1,Q3,2,Churned,Yes,1,87,5998,Price,Price too high
5299-SJCZT,1,Q3,3,Churned,Yes,1,73,4480,Dissatisfaction,Network reliability
5301-GAUUY,1,Q3,1,Churned,Yes,1,92,5974,Competitor,Competitor had better devices
5302-BDJNT,1,Q3,3,Stayed,No,0,27,3715,,
5304-EFJLP,1,Q3,4,Stayed,No,0,36,4406,,
5306-BVTKJ,1,Q3,4,Stayed,No,0,27,3446,,
5307-DZCVC,1,Q3,3,Churned,Yes,1,74,2431,Price,Extra data charges
5307-UVGNB,1,Q3,4,Stayed,No,0,54,4116,,
5309-TAIKL,1,Q3,4,Stayed,No,0,46,4080,,
5310-NOOVA,1,Q3,5,Stayed,No,0,55,4006,,
5311-IHLEI,1,Q3,3,Stayed,No,0,73,2716,,
5312-IRCFR,1,Q3,4,Stayed,No,0,58,5206,,
5312-TSZVC,1,Q3,5,Stayed,No,0,34,4818,,
5312-UXESG,1,Q3,4,Stayed,No,0,58,5614,,
5313-FPXWG,1,Q3,5,Stayed,No,0,75,4886,,
5315-CKEQK,1,Q3,3,Stayed,No,0,44,5195,,
5317-FLPJF,1,Q3,3,Stayed,No,0,67,4824,,
5318-IXUZF,1,Q3,2,Churned,Yes,1,72,4149,Other,Don't know
5318-YKDPV,1,Q3,3,Stayed,No,0,63,3716,,
5320-BRKGK,1,Q3,3,Stayed,No,0,62,4292,,
5321-NTRKC,1,Q3,5,Stayed,No,0,56,6236,,
5322-TEUJK,1,Q3,4,Stayed,No,0,71,4071,,
5322-ZSMZY,1,Q3,4,Stayed,No,0,32,5472,,
5324-KTGCG,1,Q3,4,Stayed,No,0,67,4837,,
5325-UWTWJ,1,Q3,4,Stayed,No,0,48,5722,,
5327-CNLUQ,1,Q3,4,Stayed,No,0,38,2613,,
5327-XOKKY,1,Q3,3,Stayed,No,0,29,5540,,
5329-KRDTM,1,Q3,4,Stayed,No,0,29,6202,,
5331-RGMTT,1,Q3,5,Stayed,No,0,34,4011,,
5334-AFQJB,1,Q3,5,Stayed,No,0,74,5751,,
5334-JLAXU,1,Q3,3,Stayed,No,0,62,5267,,
5336-UFNZP,1,Q3,4,Stayed,No,0,32,6211,,
5337-IIWKZ,1,Q3,4,Stayed,No,0,49,5569,,
5338-YHWYT,1,Q3,3,Stayed,No,0,77,5447,,
5339-PXDVH,1,Q3,3,Stayed,No,0,70,3559,,
5339-TJFEK,1,Q3,4,Stayed,No,0,56,4271,,
5343-SGUBI,1,Q3,4,Stayed,No,0,51,5597,,
5345-BMKWB,1,Q3,4,Stayed,No,0,24,4964,,
5346-BZCHP,1,Q3,5,Stayed,No,0,57,6408,,
5348-CAGXB,1,Q3,4,Stayed,No,0,79,2325,,
5349-AZPEW,1,Q3,5,Stayed,No,0,24,2071,,
5349-IECLD,1,Q3,1,Churned,Yes,1,87,4493,Competitor,Competitor had better devices
5351-QESIO,1,Q3,5,Joined,No,0,80,4276,,
5353-WILCI,1,Q3,3,Stayed,No,0,47,4468,,
5356-CSVSQ,1,Q3,5,Joined,No,0,24,5277,,
5356-KZCKT,1,Q3,4,Stayed,No,0,38,6490,,
5356-RHIPP,1,Q3,1,Churned,Yes,1,81,5355,Competitor,Competitor made better offer
5357-TZHPP,1,Q3,2,Churned,Yes,1,83,5745,Attitude,Attitude of support person
5360-LJCNJ,1,Q3,5,Stayed,No,0,32,5707,,
5360-XGYAZ,1,Q3,3,Stayed,No,0,47,4934,,
5364-EVNIB,1,Q3,2,Churned,Yes,1,75,5067,Dissatisfaction,Service dissatisfaction
5364-XYIRR,1,Q3,1,Churned,Yes,1,91,4747,Competitor,Competitor had better devices
5365-LLFYV,1,Q3,3,Joined,No,0,65,2245,,
5366-IJEQJ,1,Q3,1,Churned,Yes,1,86,4115,Other,Don't know
5366-OBVMR,1,Q3,3,Stayed,No,0,67,3740,,
5370-IIVVL,1,Q3,3,Stayed,No,0,21,4812,,
5371-VYLSX,1,Q3,3,Stayed,No,0,68,4977,,
5372-FBKBN,1,Q3,3,Stayed,No,0,39,2143,,
5373-SFODM,1,Q3,2,Churned,Yes,1,82,3041,Dissatisfaction,Product dissatisfaction
5375-XLDOF,1,Q3,4,Stayed,No,0,51,6082,,
5376-DEQCP,1,Q3,3,Churned,Yes,1,85,4063,Competitor,Competitor made better offer
5376-PCKNB,1,Q3,5,Stayed,No,0,29,4750,,
5377-NDTOU,1,Q3,3,Stayed,No,0,39,4644,,
5378-IKEEG,1,Q3,3,Churned,Yes,1,70,3351,Price,Price too high
5380-AFSSK,1,Q3,1,Churned,Yes,1,92,5435,Other,Don't know
5380-WJKOV,1,Q3,2,Churned,Yes,1,65,2941,Competitor,Competitor offered higher download speeds
5380-XPJNZ,1,Q3,3,Stayed,No,0,27,4539,,
5382-SOYZL,1,Q3,4,Stayed,No,0,61,3729,,
5382-TEMLV,1,Q3,3,Stayed,No,0,71,5274,,
5383-MMTWC,1,Q3,3,Churned,Yes,1,91,4819,Dissatisfaction,Limited range of services
5384-ZTTWP,1,Q3,4,Stayed,No,0,34,4167,,
5385-SUIRI,1,Q3,1,Churned,Yes,1,68,5648,Competitor,Competitor offered higher download speeds
5386-THSLQ,1,Q3,5,Stayed,No,0,28,6238,,
5387-ASZNZ,1,Q3,3,Stayed,No,0,80,4657,,
5389-FFVKB,1,Q3,1,Churned,Yes,1,94,5365,Dissatisfaction,Service dissatisfaction
5392-AKEMH,1,Q3,4,Stayed,No,0,37,5624,,
5393-HJZSM,1,Q3,3,Stayed,No,0,70,5324,,
5393-RXQSZ,1,Q3,3,Churned,Yes,1,91,2199,Attitude,Attitude of support person
5394-MEITZ,1,Q3,5,Stayed,No,0,52,5667,,
5394-SVGJV,1,Q3,1,Churned,Yes,1,82,3066,Competitor,Competitor made better offer
5396-IZEPB,1,Q3,4,Stayed,No,0,66,4194,,
5397-NSKQG,1,Q3,4,Stayed,No,0,62,5281,,
5397-TUPSH,1,Q3,3,Stayed,No,0,30,4871,,
5399-ZIMKF,1,Q3,3,Stayed,No,0,34,3319,,
5402-HTOTQ,1,Q3,5,Stayed,No,0,25,3771,,
5404-GGUKR,1,Q3,5,Stayed,No,0,28,2893,,
5405-ZMYXQ,1,Q3,5,Stayed,No,0,57,2142,,
5406-KGRMX,1,Q3,5,Stayed,No,0,74,4555,,
5414-OFQCB,1,Q3,5,Stayed,No,0,24,5076,,
5419-CONWX,1,Q3,1,Churned,Yes,1,89,2268,Competitor,Competitor had better devices
5419-JKZNQ,1,Q3,3,Stayed,No,0,49,2009,,
5419-JPRRN,1,Q3,1,Churned,Yes,1,77,4390,Price,Extra data charges
5419-KLXBN,1,Q3,2,Churned,Yes,1,90,5853,Competitor,Competitor made better offer
5423-BHIXO,1,Q3,5,Stayed,No,0,43,4454,,
5424-RLQLC,1,Q3,3,Stayed,No,0,20,2385,,
5429-LWCMV,1,Q3,5,Stayed,No,0,80,4041,,
5433-KYGHE,1,Q3,3,Stayed,No,0,33,5494,,
5438-QMDDL,1,Q3,3,Stayed,No,0,32,3652,,
5439-WIKXB,1,Q3,3,Stayed,No,0,45,4914,,
5440-FLBQG,1,Q3,3,Churned,Yes,1,73,4708,Attitude,Attitude of service provider
5440-VHLUL,1,Q3,3,Stayed,No,0,47,6247,,
5442-BHQNG,1,Q3,5,Joined,No,0,73,3430,,
5442-BXVND,1,Q3,5,Stayed,No,0,73,5531,,
5442-PPTJY,1,Q3,4,Stayed,No,0,24,5104,,
5442-UTCVD,1,Q3,1,Churned,Yes,1,91,2704,Attitude,Attitude of service provider
5442-XSDCW,1,Q3,1,Churned,Yes,1,91,3469,Competitor,Competitor made better offer
5443-SCMKX,1,Q3,3,Stayed,No,0,77,6166,,
5445-GLVOT,1,Q3,3,Stayed,No,0,29,4667,,
5445-PZWGX,1,Q3,1,Churned,Yes,1,87,5090,Price,Price too high
5445-UTODQ,1,Q3,2,Churned,Yes,1,87,3238,Competitor,Competitor made better offer
5446-DKWYW,1,Q3,4,Stayed,No,0,30,6238,,
5447-VYTKW,1,Q3,3,Stayed,No,0,75,2191,,
5447-WZAFP,1,Q3,4,Stayed,No,0,71,5377,,
5448-VWNAM,1,Q3,4,Stayed,No,0,69,4198,,
5449-FIBXJ,1,Q3,3,Churned,Yes,1,67,2349,Price,Lack of affordable download/upload speed
5451-MHQOF,1,Q3,3,Stayed,No,0,78,5623,,
5451-YHYPW,1,Q3,3,Stayed,No,0,50,6205,,
5453-AXEPF,1,Q3,5,Stayed,No,0,76,3591,,
5453-YBTWV,1,Q3,3,Stayed,No,0,62,4226,,
5456-ITGIC,1,Q3,5,Stayed,No,0,68,5295,,
5457-COLHT,1,Q3,3,Stayed,No,0,41,4618,,
5458-CQJTA,1,Q3,1,Churned,Yes,1,89,5207,Dissatisfaction,Product dissatisfaction
5461-QKNTN,1,Q3,3,Stayed,No,0,63,2040,,
5465-BUBFA,1,Q3,3,Stayed,No,0,40,4180,,
5468-BPMMO,1,Q3,5,Stayed,No,0,59,5092,,
5469-CTCWN,1,Q3,1,Churned,Yes,1,92,4334,Competitor,Competitor offered higher download speeds
5469-NUJUR,1,Q3,4,Stayed,No,0,50,2831,,
5472-CVMDX,1,Q3,3,Stayed,No,0,45,5278,,
5473-KHBPS,1,Q3,3,Stayed,No,0,31,4415,,
5474-LAMUQ,1,Q3,3,Stayed,No,0,69,5689,,
5478-JJVZK,1,Q3,4,Stayed,No,0,36,3009,,
5480-HPRRX,1,Q3,3,Churned,Yes,1,74,3542,Attitude,Attitude of support person
5480-TBGPH,1,Q3,3,Churned,Yes,1,69,4811,Competitor,Competitor offered more data
5480-XTFFL,1,Q3,3,Stayed,No,0,24,5225,,
5481-NTDOH,1,Q3,3,Stayed,No,0,21,4126,,
5482-NUPNA,1,Q3,1,Churned,Yes,1,90,5730,Competitor,Competitor had better devices
5482-PLVPE,1,Q3,1,Churned,Yes,1,72,3278,Competitor,Competitor had better devices
5482-VXSXJ,1,Q3,4,Stayed,No,0,26,4093,,
5485-ITNPC,1,Q3,3,Stayed,No,0,24,5137,,
5485-WUYWF,1,Q3,1,Churned,Yes,1,87,4522,Price,Long distance charges
5493-SDRDQ,1,Q3,1,Churned,Yes,1,70,4235,Competitor,Competitor made better offer
5494-HECPR,1,Q3,2,Churned,Yes,1,69,2502,Other,Moved
5494-WOZRZ,1,Q3,3,Stayed,No,0,72,5770,,
5495-GPSRW,1,Q3,5,Stayed,No,0,56,2120,,
5498-IBWPI,1,Q3,3,Stayed,No,0,59,5232,,
5498-TXHLF,1,Q3,3,Churned,Yes,1,91,3358,Price,Extra data charges
5499-ECUTN,1,Q3,4,Stayed,No,0,73,3404,,
5501-TVMGM,1,Q3,5,Joined,No,0,49,3255,,
5502-RLUYV,1,Q3,2,Churned,Yes,1,86,4283,Competitor,Competitor made better offer
5504-WSIUR,1,Q3,3,Stayed,No,0,33,5327,,
5505-OVWQW,1,Q3,5,Stayed,No,0,48,4650,,
5510-BOIUJ,1,Q3,3,Churned,Yes,1,80,5437,Attitude,Attitude of service provider
5512-IDZEI,1,Q3,5,Stayed,No,0,41,2026,,
5514-YQENT,1,Q3,5,Stayed,No,0,32,5038,,
5515-AKOAJ,1,Q3,1,Churned,Yes,1,75,5763,Dissatisfaction,Service dissatisfaction
5515-IDEJJ,1,Q3,1,Churned,Yes,1,67,5441,Competitor,Competitor made better offer
5515-RUGKN,1,Q3,5,Stayed,No,0,53,5317,,
5519-NPHVG,1,Q3,3,Churned,Yes,1,73,3975,Price,Price too high
5519-TEEUH,1,Q3,3,Stayed,No,0,57,5759,,
5519-YLDGW,1,Q3,1,Churned,Yes,1,91,3769,Dissatisfaction,Limited range of services
5520-FVEWJ,1,Q3,1,Churned,Yes,1,84,4154,Competitor,Competitor had better devices
5522-JBWMO,1,Q3,5,Joined,No,0,29,4020,,
5522-NYKPB,1,Q3,3,Stayed,No,0,79,3153,,
5524-KHNJP,1,Q3,3,Stayed,No,0,26,5344,,
5527-ACHSO,1,Q3,3,Stayed,No,0,75,5541,,
5529-GIBVH,1,Q3,3,Stayed,No,0,74,2618,,
5533-NHFRF,1,Q3,4,Stayed,No,0,77,3410,,
5533-RJFTJ,1,Q3,4,Stayed,No,0,42,5214,,
5536-RTPWK,1,Q3,2,Churned,Yes,1,91,5157,Competitor,Competitor offered higher download speeds
5536-SLHPM,1,Q3,2,Churned,Yes,1,79,4398,Competitor,Competitor made better offer
5537-UXXVS,1,Q3,3,Stayed,No,0,68,4137,,
5539-HIVAK,1,Q3,4,Stayed,No,0,80,3136,,
5539-TMZLF,1,Q3,1,Churned,Yes,1,69,5057,Competitor,Competitor had better devices
5542-DHSXL,1,Q3,4,Stayed,No,0,37,3475,,
5542-NKVRU,1,Q3,3,Stayed,No,0,57,2574,,
5542-TBBWB,1,Q3,4,Joined,No,0,26,3358,,
5543-QDCRY,1,Q3,4,Stayed,No,0,49,5344,,
5546-BYZSM,1,Q3,5,Stayed,No,0,80,2839,,
5546-QUERU,1,Q3,3,Stayed,No,0,70,5221,,
5549-ZGHFB,1,Q3,5,Stayed,No,0,57,6019,,
5550-VFRLC,1,Q3,1,Churned,Yes,1,68,5056,Dissatisfaction,Limited range of services
5552-ZNFSJ,1,Q3,3,Churned,Yes,1,66,4568,Other,Poor expertise of online support
5553-AOINX,1,Q3,4,Stayed,No,0,48,4892,,
5555-RNPGT,1,Q3,3,Stayed,No,0,36,5212,,
5561-NWEVX,1,Q3,3,Churned,Yes,1,67,4225,Price,Price too high
5562-BETPV,1,Q3,3,Joined,No,0,53,2539,,
5562-YJQGT,1,Q3,5,Joined,No,0,40,3746,,
5564-NEMQO,1,Q3,2,Churned,Yes,1,67,4902,Dissatisfaction,Network reliability
5565-FILXA,1,Q3,2,Churned,Yes,1,96,5913,Other,Don't know
5566-SOEZD,1,Q3,3,Stayed,No,0,31,5856,,
5567-GZKQY,1,Q3,4,Stayed,No,0,20,4335,,
5567-WSELE,1,Q3,1,Churned,Yes,1,87,3019,Competitor,Competitor had better devices
5568-DMXZS,1,Q3,5,Stayed,No,0,80,5227,,
5569-IDSEY,1,Q3,4,Stayed,No,0,20,4420,,
5569-KGJHX,1,Q3,3,Churned,Yes,1,95,2445,Dissatisfaction,Service dissatisfaction
5569-OUICF,1,Q3,3,Churned,Yes,1,68,4994,Competitor,Competitor made better offer
5570-PTWEH,1,Q3,2,Churned,Yes,1,78,2270,Attitude,Attitude of support person
5572-ZDXHY,1,Q3,1,Churned,Yes,1,85,5313,Competitor,Competitor had better devices
5574-NXZIU,1,Q3,4,Stayed,No,0,33,4273,,
5575-GNVDE,1,Q3,3,Stayed,No,0,61,3441,,
5575-TPIZQ,1,Q3,3,Stayed,No,0,43,5593,,
5577-OTWWW,1,Q3,2,Churned,Yes,1,69,2428,Other,Moved
5578-NKCXI,1,Q3,3,Stayed,No,0,22,4098,,
5583-EJXRD,1,Q3,4,Stayed,No,0,68,4896,,
5583-SXDAG,1,Q3,3,Churned,Yes,1,90,4094,Other,Don't know
5590-BYNII,1,Q3,2,Churned,Yes,1,91,4152,Other,Don't know
5590-YRFJT,1,Q3,3,Churned,Yes,1,94,3298,Other,Don't know
5590-ZSKRV,1,Q3,3,Stayed,No,0,43,5614,,
5593-SUAOO,1,Q3,5,Stayed,No,0,53,2404,,
5597-GLBUC,1,Q3,2,Churned,Yes,1,95,4931,Price,Lack of affordable download/upload speed
5598-IKHQQ,1,Q3,4,Stayed,No,0,42,4118,,
5599-HVLTW,1,Q3,4,Stayed,No,0,39,3276,,
5600-KTXFM,1,Q3,3,Joined,No,0,46,5010,,
5600-PDUJF,1,Q3,5,Stayed,No,0,75,5552,,
5602-BVFMK,1,Q3,5,Stayed,No,0,77,2868,,
5605-IYGFG,1,Q3,3,Stayed,No,0,51,5501,,
5605-XNWEN,1,Q3,5,Stayed,No,0,69,4055,,
5606-AMZBO,1,Q3,3,Stayed,No,0,26,3403,,
5609-CEBID,1,Q3,1,Churned,Yes,1,87,2666,Competitor,Competitor had better devices
5609-IMCGG,1,Q3,3,Stayed,No,0,35,3314,,
5614-DNZCE,1,Q3,4,Stayed,No,0,57,5040,,
5616-PRTNT,1,Q3,2,Churned,Yes,1,86,3785,Attitude,Attitude of support person
5619-PTMIK,1,Q3,3,Stayed,No,0,72,3358,,
5619-XZZKR,1,Q3,4,Stayed,No,0,35,2195,,
5622-UEJFI,1,Q3,3,Stayed,No,0,38,5070,,
5624-BQSSA,1,Q3,1,Churned,Yes,1,70,4285,Price,Long distance charges
5624-RYAMH,1,Q3,4,Stayed,No,0,64,4283,,
5626-MGTUK,1,Q3,3,Stayed,No,0,70,3027,,
5627-TVBPP,1,Q3,4,Stayed,No,0,72,3726,,
5628-FCGYG,1,Q3,4,Stayed,No,0,69,4649,,
5628-RKIFK,1,Q3,3,Stayed,No,0,22,5348,,
5630-AHZIL,1,Q3,3,Joined,No,0,54,5613,,
5630-IXDXV,1,Q3,4,Stayed,No,0,74,3723,,
5639-NTUPK,1,Q3,3,Stayed,No,0,34,4929,,
5640-CAXOA,1,Q3,4,Stayed,No,0,25,5455,,
5641-DMBFJ,1,Q3,4,Stayed,No,0,69,5724,,
5642-MHDQT,1,Q3,3,Stayed,No,0,42,4836,,
5644-PDMZC,1,Q3,2,Churned,Yes,1,80,2065,Attitude,Attitude of support person
5647-FXOTP,1,Q3,5,Stayed,No,0,40,5084,,
5647-URDKA,1,Q3,4,Stayed,No,0,29,5962,,
5649-ANRML,1,Q3,3,Churned,Yes,1,90,4486,Other,Poor expertise of online support
5649-RXQTV,1,Q3,5,Stayed,No,0,78,5787,,
5649-TJHOV,1,Q3,1,Churned,Yes,1,93,4564,Dissatisfaction,Product dissatisfaction
5649-VUKMC,1,Q3,2,Churned,Yes,1,88,3538,Competitor,Competitor made better offer
5650-VDUDS,1,Q3,2,Churned,Yes,1,93,2038,Competitor,Competitor made better offer
5650-YLIBA,1,Q3,3,Stayed,No,0,25,3031,,
5651-CPDND,1,Q3,4,Stayed,No,0,38,3903,,
5651-CRHKQ,1,Q3,3,Stayed,No,0,62,5325,,
5651-WYIPH,1,Q3,3,Stayed,No,0,71,3283,,
5651-YLPRD,1,Q3,5,Stayed,No,0,48,4970,,
5652-MSDEY,1,Q3,5,Stayed,No,0,52,4525,,
5655-JSMZM,1,Q3,2,Churned,Yes,1,74,5904,Attitude,Attitude of support person
5656-JAMLX,1,Q3,5,Stayed,No,0,45,4278,,
5656-MJEFC,1,Q3,4,Stayed,No,0,25,2673,,
5663-QBGIS,1,Q3,3,Stayed,No,0,73,6120,,
5666-CYCYZ,1,Q3,4,Stayed,No,0,76,5352,,
5666-MBJPT,1,Q3,4,Stayed,No,0,46,5449,,
5668-MEISB,1,Q3,4,Stayed,No,0,34,5146,,
5669-SRAIP,1,Q3,2,Churned,Yes,1,93,2863,Competitor,Competitor offered higher download speeds
5671-RQRLP,1,Q3,4,Stayed,No,0,30,4181,,
5671-UUNXD,1,Q3,3,Stayed,No,0,40,5791,,
5673-FSSMF,1,Q3,3,Churned,Yes,1,91,4611,Attitude,Attitude of support person
5673-TIYIB,1,Q3,3,Churned,Yes,1,86,3620,Other,Don't know
5676-CFLYY,1,Q3,5,Stayed,No,0,68,5124,,
5678-VFNEQ,1,Q3,4,Stayed,No,0,45,4695,,
5680-LQOGP,1,Q3,3,Stayed,No,0,70,5308,,
